madde_id,kac,kelime_no,cesit,anlam_gor,on_taki,madde,cesit_say,anlam_say,taki,cogul_mu,ozel_mi,lisan_kodu,lisan,telaffuz,birlesikler,font,madde_duz,gosterim_tarihi,anlamlarListe,atasozu
88216,0,93970,0,0,,bulandırıvermek,0,1,,0,0,0,,bulandırı'vermek,,,bulandirivermek,,"[{'anlam_id': '109877', 'madde_id': '88216', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Çabucak bulandırmak', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '22', 'tur': '3', 'tam_adi': '-i', 'kisa_adi': '-i', 'ekno': '33'}]}]",
88217,0,93971,0,0,,bulandırıverme,0,1,,0,0,0,,,,,bulandiriverme,,"[{'anlam_id': '109878', 'madde_id': '88217', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bulandırıvermek işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88218,0,93972,0,0,,bulanıklaştırılmak,0,1,,0,0,0,,,,,bulaniklastirilmak,,"[{'anlam_id': '109879', 'madde_id': '88218', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Bulanık bir duruma getirilmek', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '23', 'tur': '3', 'tam_adi': 'nesnesiz', 'kisa_adi': 'nsz.', 'ekno': '34'}]}]",
88219,0,93973,0,0,,bulanıklaştırılma,0,1,,0,0,0,,,,,bulaniklastirilma,,"[{'anlam_id': '109880', 'madde_id': '88219', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bulanıklaştırılmak işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88220,0,93974,0,0,,bulanıvermek,0,1,,0,0,0,,bulanı'vermek,,,bulanivermek,,"[{'anlam_id': '109881', 'madde_id': '88220', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Çabucak bulanmak', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '23', 'tur': '3', 'tam_adi': 'nesnesiz', 'kisa_adi': 'nsz.', 'ekno': '34'}]}]",
88221,0,93975,0,0,,bulanıverme,0,1,,0,0,0,,,,,bulaniverme,,"[{'anlam_id': '109882', 'madde_id': '88221', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bulanıvermek işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88222,0,93976,0,0,,bulaşabilmek,0,1,,0,0,0,,,,,bulasabilmek,,"[{'anlam_id': '109883', 'madde_id': '88222', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Bulaşma ihtimali veya imkânı bulunmak', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '23', 'tur': '3', 'tam_adi': 'nesnesiz', 'kisa_adi': 'nsz.', 'ekno': '34'}]}]",
88223,0,93977,0,0,,bulaşabilme,0,1,,0,0,0,,,,,bulasabilme,,"[{'anlam_id': '109884', 'madde_id': '88223', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bulaşabilmek işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88224,0,93978,0,0,,bulaşıvermek,0,1,,0,0,0,,bulaşı'vermek,,,bulasivermek,,"[{'anlam_id': '109885', 'madde_id': '88224', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Çabucak bulaşmak', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '23', 'tur': '3', 'tam_adi': 'nesnesiz', 'kisa_adi': 'nsz.', 'ekno': '34'}]}]",
88225,0,93979,0,0,,bulaşıverme,0,1,,0,0,0,,,,,bulasiverme,,"[{'anlam_id': '109886', 'madde_id': '88225', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bulaşıvermek işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88226,0,93980,0,0,,bulaştırabilmek,0,2,,0,0,0,,,,,bulastirabilmek,,"[{'anlam_id': '109887', 'madde_id': '88226', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Bulaştırma ihtimali veya imkânı bulunmak', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '21', 'tur': '3', 'tam_adi': '-e', 'kisa_adi': '-e', 'ekno': '32'}, {'ozellik_id': '22', 'tur': '3', 'tam_adi': '-i', 'kisa_adi': '-i', 'ekno': '33'}]}, {'anlam_id': '109888', 'madde_id': '88226', 'anlam_sira': '2', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bulaştırmaya gücü yetmek', 'gos': '0'}]",
88227,0,93981,0,0,,bulaştırabilme,0,1,,0,0,0,,,,,bulastirabilme,,"[{'anlam_id': '109889', 'madde_id': '88227', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bulaştırabilmek işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88228,0,93982,0,0,,bulaştırıvermek,0,1,,0,0,0,,bulaştırı'vermek,,,bulastirivermek,,"[{'anlam_id': '109890', 'madde_id': '88228', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Çabucak bulaştırmak', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '21', 'tur': '3', 'tam_adi': '-e', 'kisa_adi': '-e', 'ekno': '32'}, {'ozellik_id': '22', 'tur': '3', 'tam_adi': '-i', 'kisa_adi': '-i', 'ekno': '33'}]}]",
88229,0,93983,0,0,,bulaştırıverme,0,1,,0,0,0,,,,,bulastiriverme,,"[{'anlam_id': '109891', 'madde_id': '88229', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bulaştırıvermek işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88230,0,93984,0,0,,buldurabilmek,0,1,,0,0,0,,,,,buldurabilmek,,"[{'anlam_id': '109892', 'madde_id': '88230', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Buldurma ihtimali veya imkânı bulunmak', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '21', 'tur': '3', 'tam_adi': '-e', 'kisa_adi': '-e', 'ekno': '32'}, {'ozellik_id': '22', 'tur': '3', 'tam_adi': '-i', 'kisa_adi': '-i', 'ekno': '33'}]}]",
88231,0,93985,0,0,,buldurabilme,0,1,,0,0,0,,,,,buldurabilme,,"[{'anlam_id': '109893', 'madde_id': '88231', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Buldurabilmek işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88232,0,93986,0,0,,bulgulanabilmek,0,1,,0,0,0,,,,,bulgulanabilmek,,"[{'anlam_id': '109894', 'madde_id': '88232', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Bulgulanma ihtimali veya imkânı bulunmak', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '23', 'tur': '3', 'tam_adi': 'nesnesiz', 'kisa_adi': 'nsz.', 'ekno': '34'}]}]",
88233,0,93987,0,0,,bulgulanabilme,0,1,,0,0,0,,,,,bulgulanabilme,,"[{'anlam_id': '109895', 'madde_id': '88233', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bulgulanabilmek işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88234,0,93988,0,0,,bulgulanış,0,1,,0,0,0,,,,,bulgulanis,,"[{'anlam_id': '109896', 'madde_id': '88234', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bulgulanma işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88235,0,93989,0,0,,bulgulanmak,0,1,,0,0,0,,,,,bulgulanmak,,"[{'anlam_id': '109897', 'madde_id': '88235', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Bulgulama işine konu olmak', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '23', 'tur': '3', 'tam_adi': 'nesnesiz', 'kisa_adi': 'nsz.', 'ekno': '34'}]}]",
88236,0,93990,0,0,,bulgulanma,0,1,,0,0,0,,,,,bulgulanma,,"[{'anlam_id': '109898', 'madde_id': '88236', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bulgulanmak işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88237,0,93991,0,0,,bulgulayabilmek,0,1,,0,0,0,,,,,bulgulayabilmek,,"[{'anlam_id': '109899', 'madde_id': '88237', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Bulgulama ihtimali veya imkânı bulunmak', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '22', 'tur': '3', 'tam_adi': '-i', 'kisa_adi': '-i', 'ekno': '33'}]}]",
88238,0,93992,0,0,,bulgulayabilme,0,1,,0,0,0,,,,,bulgulayabilme,,"[{'anlam_id': '109900', 'madde_id': '88238', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bulgulayabilmek işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88239,0,93993,0,0,,bulgulayış,0,1,,0,0,0,,,,,bulgulayis,,"[{'anlam_id': '109901', 'madde_id': '88239', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bulgulama işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88240,0,93994,0,0,,bulunabilmek,0,1,,0,0,0,,,,,bulunabilmek,,"[{'anlam_id': '109902', 'madde_id': '88240', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Bulunma ihtimali veya imkânı bulunmak', 'gos': '0', 'orneklerListe': [{'ornek_id': '33261', 'anlam_id': '109902', 'ornek_sira': '1', 'ornek': 'Ben size ne cesaret verdim ki bana böyle bir teklifte bulunabiliyorsunuz?', 'kac': '1', 'yazar_id': '135', 'yazar': [{'yazar_id': '135', 'tam_adi': 'Necip Fazıl Kısakürek', 'kisa_adi': 'N. F. Kısakürek', 'ekno': '293'}]}], 'ozelliklerListe': [{'ozellik_id': '23', 'tur': '3', 'tam_adi': 'nesnesiz', 'kisa_adi': 'nsz.', 'ekno': '34'}]}]",
88241,0,93995,0,0,,bulunabilme,0,1,,0,0,0,,,,,bulunabilme,,"[{'anlam_id': '109903', 'madde_id': '88241', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bulunabilmek işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88242,0,93996,0,0,,bulundurabilmek,0,1,,0,0,0,,,,,bulundurabilmek,,"[{'anlam_id': '109904', 'madde_id': '88242', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Bulundurma ihtimali veya imkânı bulunmak', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '22', 'tur': '3', 'tam_adi': '-i', 'kisa_adi': '-i', 'ekno': '33'}]}]",
88243,0,93997,0,0,,bulundurabilme,0,1,,0,0,0,,,,,bulundurabilme,,"[{'anlam_id': '109905', 'madde_id': '88243', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bulundurabilmek işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88244,0,93998,0,0,,bulundurulabilmek,0,1,,0,0,0,,,,,bulundurulabilmek,,"[{'anlam_id': '109906', 'madde_id': '88244', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Bulundurulma ihtimali veya imkânı bulunmak', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '23', 'tur': '3', 'tam_adi': 'nesnesiz', 'kisa_adi': 'nsz.', 'ekno': '34'}]}]",
88245,0,93999,0,0,,bulundurulabilme,0,1,,0,0,0,,,,,bulundurulabilme,,"[{'anlam_id': '109907', 'madde_id': '88245', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bulundurulabilmek işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88246,0,94000,0,0,,bulunuş,0,1,,0,0,0,,,,,bulunus,,"[{'anlam_id': '109908', 'madde_id': '88246', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bulunma işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88247,0,94001,0,0,,bulunuvermek,0,1,,0,0,0,,bulunu'vermek,,,bulunuvermek,,"[{'anlam_id': '109909', 'madde_id': '88247', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Çabucak bulunmak', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '23', 'tur': '3', 'tam_adi': 'nesnesiz', 'kisa_adi': 'nsz.', 'ekno': '34'}]}]",
88248,0,94002,0,0,,bulunuverme,0,1,,0,0,0,,,,,bulunuverme,,"[{'anlam_id': '109910', 'madde_id': '88248', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bulunuvermek işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88249,0,94003,0,0,,buluşabilmek,0,2,,0,0,0,,,,,bulusabilmek,,"[{'anlam_id': '109911', 'madde_id': '88249', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Buluşma ihtimali veya imkânı bulunmak', 'gos': '0', 'orneklerListe': [{'ornek_id': '33262', 'anlam_id': '109911', 'ornek_sira': '1', 'ornek': ""Bir yıl sonra ancak Çamlıbel'de buluşabilmişlerdi."", 'kac': '1', 'yazar_id': '225', 'yazar': [{'yazar_id': '225', 'tam_adi': 'Hüseyin Bayaz', 'kisa_adi': 'H. Bayaz', 'ekno': '454'}]}], 'ozelliklerListe': [{'ozellik_id': '23', 'tur': '3', 'tam_adi': 'nesnesiz', 'kisa_adi': 'nsz.', 'ekno': '34'}, {'ozellik_id': '25', 'tur': '3', 'tam_adi': '-le', 'kisa_adi': '-le', 'ekno': '36'}]}, {'anlam_id': '109912', 'madde_id': '88249', 'anlam_sira': '2', 'fiil': '0', 'tipkes': '0', 'anlam': 'Buluşmayı becermek', 'gos': '0'}]",
88250,0,94004,0,0,,buluşabilme,0,1,,0,0,0,,,,,bulusabilme,,"[{'anlam_id': '109913', 'madde_id': '88250', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Buluşabilmek işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88251,0,94005,0,0,,buluşturulabilmek,0,1,,0,0,0,,,,,bulusturulabilmek,,"[{'anlam_id': '109914', 'madde_id': '88251', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Buluşturulma ihtimali veya imkânı bulunmak', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '23', 'tur': '3', 'tam_adi': 'nesnesiz', 'kisa_adi': 'nsz.', 'ekno': '34'}, {'ozellik_id': '25', 'tur': '3', 'tam_adi': '-le', 'kisa_adi': '-le', 'ekno': '36'}]}]",
88252,0,94006,0,0,,buluşturulabilme,0,1,,0,0,0,,,,,bulusturulabilme,,"[{'anlam_id': '109915', 'madde_id': '88252', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Buluşturulabilmek işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88253,0,94007,0,0,,buluşturabilmek,0,2,,0,0,0,,,,,bulusturabilmek,,"[{'anlam_id': '109916', 'madde_id': '88253', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Buluşturma ihtimali veya imkânı bulunmak', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '22', 'tur': '3', 'tam_adi': '-i', 'kisa_adi': '-i', 'ekno': '33'}, {'ozellik_id': '25', 'tur': '3', 'tam_adi': '-le', 'kisa_adi': '-le', 'ekno': '36'}]}, {'anlam_id': '109917', 'madde_id': '88253', 'anlam_sira': '2', 'fiil': '0', 'tipkes': '0', 'anlam': 'Buluşturmaya gücü yetmek', 'gos': '0'}]",
88254,0,94008,0,0,,buluşturabilme,0,1,,0,0,0,,,,,bulusturabilme,,"[{'anlam_id': '109918', 'madde_id': '88254', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Buluşturabilmek işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88255,0,94009,0,0,,buluşturulmak,0,1,,0,0,0,,,,,bulusturulmak,,"[{'anlam_id': '109919', 'madde_id': '88255', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Bir araya gelmeleri sağlanmak, bir araya getirilmek', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '23', 'tur': '3', 'tam_adi': 'nesnesiz', 'kisa_adi': 'nsz.', 'ekno': '34'}, {'ozellik_id': '25', 'tur': '3', 'tam_adi': '-le', 'kisa_adi': '-le', 'ekno': '36'}]}]",
88256,0,94010,0,0,,buluşturulma,0,1,,0,0,0,,,,,bulusturulma,,"[{'anlam_id': '109920', 'madde_id': '88256', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Buluşturulmak işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88257,0,94011,0,0,,buluşturuvermek,0,1,,0,0,0,,buluşturu'vermek,,,bulusturuvermek,,"[{'anlam_id': '109921', 'madde_id': '88257', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Çabucak buluşturmak', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '22', 'tur': '3', 'tam_adi': '-i', 'kisa_adi': '-i', 'ekno': '33'}, {'ozellik_id': '25', 'tur': '3', 'tam_adi': '-le', 'kisa_adi': '-le', 'ekno': '36'}]}]",
88258,0,94012,0,0,,buluşturuverme,0,1,,0,0,0,,,,,bulusturuverme,,"[{'anlam_id': '109922', 'madde_id': '88258', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Buluşturuvermek işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88259,0,94013,0,0,,buluşulabilmek,0,1,,0,0,0,,,,,bulusulabilmek,,"[{'anlam_id': '109923', 'madde_id': '88259', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Buluşulma ihtimali veya imkânı bulunmak', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '23', 'tur': '3', 'tam_adi': 'nesnesiz', 'kisa_adi': 'nsz.', 'ekno': '34'}, {'ozellik_id': '25', 'tur': '3', 'tam_adi': '-le', 'kisa_adi': '-le', 'ekno': '36'}]}]",
88260,0,94014,0,0,,buluşulabilme,0,1,,0,0,0,,,,,bulusulabilme,,"[{'anlam_id': '109924', 'madde_id': '88260', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Buluşulabilmek işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88261,0,94015,0,0,,buluşuvermek,0,1,,0,0,0,,,,,bulusuvermek,,"[{'anlam_id': '109925', 'madde_id': '88261', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Çabucak veya ansızın buluşmak', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '23', 'tur': '3', 'tam_adi': 'nesnesiz', 'kisa_adi': 'nsz.', 'ekno': '34'}, {'ozellik_id': '25', 'tur': '3', 'tam_adi': '-le', 'kisa_adi': '-le', 'ekno': '36'}]}]",
88262,0,94016,0,0,,buluşuverme,0,1,,0,0,0,,buluşu'verme,,,bulusuverme,,"[{'anlam_id': '109926', 'madde_id': '88262', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Buluşuvermek işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88263,0,94017,0,0,,bulutlanabilmek,0,1,,0,0,0,,,,,bulutlanabilmek,,"[{'anlam_id': '109927', 'madde_id': '88263', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Bulutlanma ihtimali bulunmak', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '23', 'tur': '3', 'tam_adi': 'nesnesiz', 'kisa_adi': 'nsz.', 'ekno': '34'}]}]",
88264,0,94018,0,0,,bulutlanabilme,0,1,,0,0,0,,,,,bulutlanabilme,,"[{'anlam_id': '109928', 'madde_id': '88264', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bulutlanabilmek işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88265,0,94019,0,0,,bulutlanıvermek,0,1,,0,0,0,,bulutlanı'vermek,,,bulutlanivermek,,"[{'anlam_id': '109929', 'madde_id': '88265', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Ansızın veya çabucak bulutlanmak', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '23', 'tur': '3', 'tam_adi': 'nesnesiz', 'kisa_adi': 'nsz.', 'ekno': '34'}]}]",
88266,0,94020,0,0,,bulutlanıverme,0,1,,0,0,0,,,,,bulutlaniverme,,"[{'anlam_id': '109930', 'madde_id': '88266', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bulutlanıvermek işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88267,0,94021,0,0,,buluvermek,0,2,,0,0,0,,bulu'vermek,,,buluvermek,,"[{'anlam_id': '109931', 'madde_id': '88267', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Çabucak bulmak', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '22', 'tur': '3', 'tam_adi': '-i', 'kisa_adi': '-i', 'ekno': '33'}]}, {'anlam_id': '109932', 'madde_id': '88267', 'anlam_sira': '2', 'fiil': '0', 'tipkes': '0', 'anlam': 'Ansızın bulmak', 'gos': '0', 'orneklerListe': [{'ornek_id': '33263', 'anlam_id': '109932', 'ornek_sira': '1', 'ornek': 'Birdenbire yaklaşık iki bin iki yüz kişilik bir kalabalığın ortasında buluverdi kendini.', 'kac': '1', 'yazar_id': '222', 'yazar': [{'yazar_id': '222', 'tam_adi': 'Elif Şafak', 'kisa_adi': 'E. Şafak', 'ekno': '449'}]}]}]",
88268,0,94022,0,0,,buluverme,0,1,,0,0,0,,,,,buluverme,,"[{'anlam_id': '109933', 'madde_id': '88268', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Buluvermek işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88269,0,94023,0,0,,bunaklaşabilmek,0,1,,0,0,0,,,,,bunaklasabilmek,,"[{'anlam_id': '109934', 'madde_id': '88269', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Bunaklaşma ihtimali bulunmak', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '23', 'tur': '3', 'tam_adi': 'nesnesiz', 'kisa_adi': 'nsz.', 'ekno': '34'}]}]",
88270,0,94024,0,0,,bunaklaşabilme,0,1,,0,0,0,,,,,bunaklasabilme,,"[{'anlam_id': '109935', 'madde_id': '88270', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bunaklaşabilmek işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88271,0,94025,0,0,,bunaklaşmak,0,1,,0,0,0,,,,,bunaklasmak,,"[{'anlam_id': '109936', 'madde_id': '88271', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Bunak bir duruma gelmek', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '23', 'tur': '3', 'tam_adi': 'nesnesiz', 'kisa_adi': 'nsz.', 'ekno': '34'}]}]",
88272,0,94026,0,0,,bunaklaşma,0,1,,0,0,0,,,,,bunaklasma,,"[{'anlam_id': '109937', 'madde_id': '88272', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bunaklaşmak işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
88273,0,94027,0,0,,bunalabilmek,0,1,,0,0,0,,,,,bunalabilmek,,"[{'anlam_id': '109938', 'madde_id': '88273', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Bunalma ihtimali bulunmak', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '23', 'tur': '3', 'tam_adi': 'nesnesiz', 'kisa_adi': 'nsz.', 'ekno': '34'}]}]",
88274,0,94028,0,0,,bunalabilme,0,1,,0,0,0,,,,,bunalabilme,,"[{'anlam_id': '109939', 'madde_id': '88274', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bunalabilmek işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
